timestamp,left_jump,right_jump,diff
2025-11-16 12:05:13.138523,117.31468531468533,23.76223776223776,93.55244755244757
timestamp,left_jump,right_jump,diff
2025-11-16 13:04:00.088902,96.33561643835617,20.616438356164394,75.71917808219177
timestamp,left_jump,right_jump,diff
2025-11-16 13:12:52.060980,140.28671328671328,147.50349650349648,-7.216783216783199
timestamp,left_jump,right_jump,diff
2025-11-16 13:19:53.806432,25.476510067114077,38.24161073825502,-12.765100671140942
timestamp,left_jump,right_jump,diff
2025-11-16 13:21:49.303516,72.75342465753425,56.8767123287671,15.876712328767155
timestamp,left_jump,right_jump,diff
2025-11-16 13:32:36.108403,78.73469387755102,70.88435374149662,7.850340136054399
timestamp,left_jump,right_jump,diff
2025-11-20 09:08:56.613604,405.1857142857143,395.1428571428571,10.042857142857201
timestamp,left_jump,right_jump,diff
2025-11-20 09:09:59.934682,24.58064516129025,487.6290322580646,-463.0483870967744
timestamp,left_jump,right_jump,diff
2025-11-20 09:14:40.679540,29.129251700680243,44.52380952380952,-15.394557823129276
timestamp,left_jump,right_jump,diff
2025-11-23 11:45:19.706693,83.53424657534248,26.479452054794535,57.054794520547944
timestamp,left_jump,right_jump,diff
2025-11-23 11:49:44.206816,58.610000000000014,86.08999999999997,-27.47999999999996
timestamp,left_jump,right_jump,diff
2025-11-23 11:50:55.851195,69.87786259541986,41.31297709923666,28.564885496183194
timestamp,left_jump,right_jump,diff
2025-11-23 11:56:01.864223,98.03053435114504,52.30534351145036,45.725190839694676
timestamp,left_jump,right_jump,diff
2025-11-23 11:58:24.966632,91.89312977099235,66.08396946564886,25.809160305343482
timestamp,left_jump,right_jump,diff
2025-11-23 12:18:48.641187,58.514925373134304,53.462686567164155,5.052238805970148
timestamp,left_jump,right_jump,diff
2025-11-23 12:20:11.992749,72.46875,46.5625,25.90625
